"sample_size","rho","method","variable","false_positive_rate","type_I_error","Method","Scenario"
250,0.7,"LASSO: lambda.1se","X14",0.1984,0.0093,"LASSO 1se","N = 250, rho = 0.7"
250,0.7,"LASSO: lambda.1se","X15",0.1996,0.0081,"LASSO 1se","N = 250, rho = 0.7"
250,0.7,"LASSO: lambda.1se","X16",0.2078,0.0097,"LASSO 1se","N = 250, rho = 0.7"
250,0.7,"LASSO: lambda.1se","X17",0.1932,0.0076,"LASSO 1se","N = 250, rho = 0.7"
250,0.7,"LASSO: lambda.1se","X18",0.1947,0.0105,"LASSO 1se","N = 250, rho = 0.7"
250,0.7,"LASSO: lambda.1se","X19",0.2034,0.009,"LASSO 1se","N = 250, rho = 0.7"
250,0.7,"LASSO: lambda.1se","X20",0.1961,0.0072,"LASSO 1se","N = 250, rho = 0.7"
250,0.7,"LASSO: lambda.1se","X6",0.2049,0.0081,"LASSO 1se","N = 250, rho = 0.7"
250,0.7,"LASSO: lambda.1se","X7",0.201,0.0076,"LASSO 1se","N = 250, rho = 0.7"
250,0.7,"LASSO: lambda.1se","X8",0.1995,0.009,"LASSO 1se","N = 250, rho = 0.7"
250,0.7,"LASSO: lambda.1se","X9",0.193,0.0092,"LASSO 1se","N = 250, rho = 0.7"
250,0.7,"LASSO: lambda.min","X10",0.3553,0.0359,"LASSO min","N = 250, rho = 0.7"
250,0.7,"LASSO: lambda.min","X11",0.3555,0.0356,"LASSO min","N = 250, rho = 0.7"
250,0.7,"LASSO: lambda.min","X12",0.3441,0.0334,"LASSO min","N = 250, rho = 0.7"
250,0.7,"LASSO: lambda.min","X13",0.3493,0.0346,"LASSO min","N = 250, rho = 0.7"
250,0.7,"LASSO: lambda.min","X14",0.3507,0.039,"LASSO min","N = 250, rho = 0.7"
250,0.7,"LASSO: lambda.min","X15",0.3523,0.0355,"LASSO min","N = 250, rho = 0.7"
250,0.7,"LASSO: lambda.min","X16",0.3591,0.0369,"LASSO min","N = 250, rho = 0.7"
250,0.7,"LASSO: lambda.min","X17",0.3506,0.035,"LASSO min","N = 250, rho = 0.7"
250,0.7,"LASSO: lambda.min","X18",0.347,0.0367,"LASSO min","N = 250, rho = 0.7"
250,0.7,"LASSO: lambda.min","X19",0.3581,0.0369,"LASSO min","N = 250, rho = 0.7"
250,0.7,"LASSO: lambda.min","X20",0.3571,0.034,"LASSO min","N = 250, rho = 0.7"
250,0.7,"LASSO: lambda.min","X6",0.3599,0.0351,"LASSO min","N = 250, rho = 0.7"
250,0.7,"LASSO: lambda.min","X7",0.3569,0.0348,"LASSO min","N = 250, rho = 0.7"
250,0.7,"LASSO: lambda.min","X8",0.3553,0.0375,"LASSO min","N = 250, rho = 0.7"
250,0.7,"LASSO: lambda.min","X9",0.3517,0.0327,"LASSO min","N = 250, rho = 0.7"
500,0,"Backward AIC","X10",0.1723,0.0572,"AIC","N = 500, rho = 0"
500,0,"Backward AIC","X11",0.1653,0.0562,"AIC","N = 500, rho = 0"
500,0,"Backward AIC","X12",0.1618,0.0548,"AIC","N = 500, rho = 0"
500,0,"Backward AIC","X13",0.1683,0.0537,"AIC","N = 500, rho = 0"
500,0,"Backward AIC","X14",0.1701,0.053,"AIC","N = 500, rho = 0"
500,0,"Backward AIC","X15",0.1717,0.0537,"AIC","N = 500, rho = 0"
500,0,"Backward AIC","X16",0.1647,0.0511,"AIC","N = 500, rho = 0"
500,0,"Backward AIC","X17",0.1647,0.0487,"AIC","N = 500, rho = 0"
500,0,"Backward AIC","X18",0.1659,0.0526,"AIC","N = 500, rho = 0"
500,0,"Backward AIC","X19",0.165,0.0551,"AIC","N = 500, rho = 0"
500,0,"Backward AIC","X20",0.1682,0.055,"AIC","N = 500, rho = 0"
500,0,"Backward AIC","X6",0.1677,0.0524,"AIC","N = 500, rho = 0"
500,0,"Backward AIC","X7",0.1687,0.0535,"AIC","N = 500, rho = 0"
500,0,"Backward AIC","X8",0.1581,0.0528,"AIC","N = 500, rho = 0"
500,0,"Backward AIC","X9",0.1623,0.0499,"AIC","N = 500, rho = 0"
500,0,"Backward BIC","X10",0.0138,0.0138,"BIC","N = 500, rho = 0"
500,0,"Backward BIC","X11",0.0134,0.0134,"BIC","N = 500, rho = 0"
500,0,"Backward BIC","X12",0.0144,0.0144,"BIC","N = 500, rho = 0"
500,0,"Backward BIC","X13",0.0133,0.0133,"BIC","N = 500, rho = 0"
500,0,"Backward BIC","X14",0.015,0.015,"BIC","N = 500, rho = 0"
500,0,"Backward BIC","X15",0.0132,0.0132,"BIC","N = 500, rho = 0"
500,0,"Backward BIC","X16",0.0144,0.0144,"BIC","N = 500, rho = 0"
500,0,"Backward BIC","X17",0.0128,0.0128,"BIC","N = 500, rho = 0"
500,0,"Backward BIC","X18",0.0128,0.0128,"BIC","N = 500, rho = 0"
500,0,"Backward BIC","X19",0.0141,0.0141,"BIC","N = 500, rho = 0"
500,0,"Backward BIC","X20",0.0125,0.0125,"BIC","N = 500, rho = 0"
500,0,"Backward BIC","X6",0.0146,0.0146,"BIC","N = 500, rho = 0"
500,0,"Backward BIC","X7",0.0137,0.0137,"BIC","N = 500, rho = 0"
500,0,"Backward BIC","X8",0.0141,0.0141,"BIC","N = 500, rho = 0"
500,0,"Backward BIC","X9",0.0111,0.0111,"BIC","N = 500, rho = 0"
500,0,"Backward p-value","X10",0.3211,0.0573,"Backward","N = 500, rho = 0"
500,0,"Backward p-value","X11",0.3091,0.0561,"Backward","N = 500, rho = 0"
500,0,"Backward p-value","X12",0.3028,0.0547,"Backward","N = 500, rho = 0"
500,0,"Backward p-value","X13",0.3084,0.0536,"Backward","N = 500, rho = 0"
500,0,"Backward p-value","X14",0.3015,0.054,"Backward","N = 500, rho = 0"
500,0,"Backward p-value","X15",0.3119,0.0538,"Backward","N = 500, rho = 0"
500,0,"Backward p-value","X16",0.304,0.0527,"Backward","N = 500, rho = 0"
500,0,"Backward p-value","X17",0.3023,0.0485,"Backward","N = 500, rho = 0"
500,0,"Backward p-value","X18",0.3091,0.0537,"Backward","N = 500, rho = 0"
500,0,"Backward p-value","X19",0.3013,0.0566,"Backward","N = 500, rho = 0"
500,0,"Backward p-value","X20",0.3097,0.0567,"Backward","N = 500, rho = 0"
500,0,"Backward p-value","X6",0.3104,0.0517,"Backward","N = 500, rho = 0"
500,0,"Backward p-value","X7",0.3078,0.0527,"Backward","N = 500, rho = 0"
500,0,"Backward p-value","X8",0.2961,0.0528,"Backward","N = 500, rho = 0"
500,0,"Backward p-value","X9",0.3027,0.051,"Backward","N = 500, rho = 0"
500,0,"Elastic net: lambda.1se","X10",0.0542,0.0382,"EN 1se","N = 500, rho = 0"
500,0,"Elastic net: lambda.1se","X11",0.051,0.0355,"EN 1se","N = 500, rho = 0"
500,0,"Elastic net: lambda.1se","X12",0.0478,0.0356,"EN 1se","N = 500, rho = 0"
500,0,"Elastic net: lambda.1se","X13",0.0477,0.0341,"EN 1se","N = 500, rho = 0"
500,0,"Elastic net: lambda.1se","X14",0.0487,0.0355,"EN 1se","N = 500, rho = 0"
500,0,"Elastic net: lambda.1se","X15",0.0482,0.0344,"EN 1se","N = 500, rho = 0"
500,0,"Elastic net: lambda.1se","X16",0.0498,0.0347,"EN 1se","N = 500, rho = 0"
500,0,"Elastic net: lambda.1se","X17",0.0457,0.0308,"EN 1se","N = 500, rho = 0"
500,0,"Elastic net: lambda.1se","X18",0.0502,0.0349,"EN 1se","N = 500, rho = 0"
500,0,"Elastic net: lambda.1se","X19",0.0479,0.0361,"EN 1se","N = 500, rho = 0"
500,0,"Elastic net: lambda.1se","X20",0.0491,0.0336,"EN 1se","N = 500, rho = 0"
500,0,"Elastic net: lambda.1se","X6",0.0484,0.0346,"EN 1se","N = 500, rho = 0"
500,0,"Elastic net: lambda.1se","X7",0.0508,0.0364,"EN 1se","N = 500, rho = 0"
500,0,"Elastic net: lambda.1se","X8",0.0481,0.0341,"EN 1se","N = 500, rho = 0"
500,0,"Elastic net: lambda.1se","X9",0.0448,0.0305,"EN 1se","N = 500, rho = 0"
500,0,"Elastic net: lambda.min","X10",0.5126,0.0553,"EN min","N = 500, rho = 0"
500,0,"Elastic net: lambda.min","X11",0.4992,0.0549,"EN min","N = 500, rho = 0"
500,0,"Elastic net: lambda.min","X12",0.5018,0.0534,"EN min","N = 500, rho = 0"
500,0,"Elastic net: lambda.min","X13",0.5038,0.0511,"EN min","N = 500, rho = 0"
500,0,"Elastic net: lambda.min","X14",0.5006,0.0532,"EN min","N = 500, rho = 0"
500,0,"Elastic net: lambda.min","X15",0.5076,0.0514,"EN min","N = 500, rho = 0"
500,0,"Elastic net: lambda.min","X16",0.4991,0.0528,"EN min","N = 500, rho = 0"
500,0,"Elastic net: lambda.min","X17",0.5009,0.0467,"EN min","N = 500, rho = 0"
500,0,"Elastic net: lambda.min","X18",0.5057,0.0516,"EN min","N = 500, rho = 0"
500,0,"Elastic net: lambda.min","X19",0.5029,0.0539,"EN min","N = 500, rho = 0"
500,0,"Elastic net: lambda.min","X20",0.5054,0.0543,"EN min","N = 500, rho = 0"
500,0,"Elastic net: lambda.min","X6",0.5069,0.0512,"EN min","N = 500, rho = 0"
500,0,"Elastic net: lambda.min","X7",0.5089,0.0503,"EN min","N = 500, rho = 0"
500,0,"Elastic net: lambda.min","X8",0.4935,0.0509,"EN min","N = 500, rho = 0"
500,0,"Elastic net: lambda.min","X9",0.5013,0.0493,"EN min","N = 500, rho = 0"
500,0,"LASSO: lambda.1se","X10",0.0213,0.0194,"LASSO 1se","N = 500, rho = 0"
500,0,"LASSO: lambda.1se","X11",0.0204,0.018,"LASSO 1se","N = 500, rho = 0"
500,0,"LASSO: lambda.1se","X12",0.0221,0.0202,"LASSO 1se","N = 500, rho = 0"
500,0,"LASSO: lambda.1se","X13",0.0202,0.0172,"LASSO 1se","N = 500, rho = 0"
500,0,"LASSO: lambda.1se","X14",0.0211,0.0188,"LASSO 1se","N = 500, rho = 0"
500,0,"LASSO: lambda.1se","X15",0.0181,0.0169,"LASSO 1se","N = 500, rho = 0"
500,0,"LASSO: lambda.1se","X16",0.019,0.0166,"LASSO 1se","N = 500, rho = 0"
500,0,"LASSO: lambda.1se","X17",0.0192,0.0169,"LASSO 1se","N = 500, rho = 0"
500,0,"LASSO: lambda.1se","X18",0.0207,0.0184,"LASSO 1se","N = 500, rho = 0"
500,0,"LASSO: lambda.1se","X19",0.0207,0.0186,"LASSO 1se","N = 500, rho = 0"
500,0,"LASSO: lambda.1se","X20",0.019,0.0175,"LASSO 1se","N = 500, rho = 0"
500,0,"LASSO: lambda.1se","X6",0.0204,0.0187,"LASSO 1se","N = 500, rho = 0"
500,0,"LASSO: lambda.1se","X7",0.0199,0.0176,"LASSO 1se","N = 500, rho = 0"
500,0,"LASSO: lambda.1se","X8",0.0196,0.0173,"LASSO 1se","N = 500, rho = 0"
500,0,"LASSO: lambda.1se","X9",0.0175,0.0158,"LASSO 1se","N = 500, rho = 0"
500,0,"LASSO: lambda.min","X10",0.4124,0.0559,"LASSO min","N = 500, rho = 0"
500,0,"LASSO: lambda.min","X11",0.4044,0.0546,"LASSO min","N = 500, rho = 0"
500,0,"LASSO: lambda.min","X12",0.4008,0.0532,"LASSO min","N = 500, rho = 0"
500,0,"LASSO: lambda.min","X13",0.4049,0.052,"LASSO min","N = 500, rho = 0"
500,0,"LASSO: lambda.min","X14",0.4031,0.0542,"LASSO min","N = 500, rho = 0"
500,0,"LASSO: lambda.min","X15",0.4068,0.0518,"LASSO min","N = 500, rho = 0"
500,0,"LASSO: lambda.min","X16",0.4007,0.0518,"LASSO min","N = 500, rho = 0"
500,0,"LASSO: lambda.min","X17",0.3968,0.0471,"LASSO min","N = 500, rho = 0"
500,0,"LASSO: lambda.min","X18",0.406,0.0508,"LASSO min","N = 500, rho = 0"
500,0,"LASSO: lambda.min","X19",0.4029,0.0545,"LASSO min","N = 500, rho = 0"
500,0,"LASSO: lambda.min","X20",0.4056,0.0537,"LASSO min","N = 500, rho = 0"
500,0,"LASSO: lambda.min","X6",0.4104,0.0521,"LASSO min","N = 500, rho = 0"
500,0,"LASSO: lambda.min","X7",0.4089,0.05,"LASSO min","N = 500, rho = 0"
500,0,"LASSO: lambda.min","X8",0.3929,0.0507,"LASSO min","N = 500, rho = 0"
500,0,"LASSO: lambda.min","X9",0.4021,0.0491,"LASSO min","N = 500, rho = 0"
500,0.35,"Backward AIC","X10",0.1762,0.0635,"AIC","N = 500, rho = 0.35"
500,0.35,"Backward AIC","X11",0.1711,0.0574,"AIC","N = 500, rho = 0.35"
500,0.35,"Backward AIC","X12",0.1774,0.0625,"AIC","N = 500, rho = 0.35"
500,0.35,"Backward AIC","X13",0.1668,0.0572,"AIC","N = 500, rho = 0.35"
500,0.35,"Backward AIC","X14",0.1744,0.0579,"AIC","N = 500, rho = 0.35"
500,0.35,"Backward AIC","X15",0.1706,0.0592,"AIC","N = 500, rho = 0.35"
500,0.35,"Backward AIC","X16",0.1689,0.0567,"AIC","N = 500, rho = 0.35"
500,0.35,"Backward AIC","X17",0.1696,0.0559,"AIC","N = 500, rho = 0.35"
500,0.35,"Backward AIC","X18",0.1738,0.0569,"AIC","N = 500, rho = 0.35"
500,0.35,"Backward AIC","X19",0.1612,0.0521,"AIC","N = 500, rho = 0.35"
500,0.35,"Backward AIC","X20",0.1747,0.055,"AIC","N = 500, rho = 0.35"
500,0.35,"Backward AIC","X6",0.168,0.0562,"AIC","N = 500, rho = 0.35"
500,0.35,"Backward AIC","X7",0.1752,0.0599,"AIC","N = 500, rho = 0.35"
500,0.35,"Backward AIC","X8",0.1639,0.055,"AIC","N = 500, rho = 0.35"
500,0.35,"Backward AIC","X9",0.1677,0.0569,"AIC","N = 500, rho = 0.35"
500,0.35,"Backward BIC","X10",0.0162,0.0162,"BIC","N = 500, rho = 0.35"
500,0.35,"Backward BIC","X11",0.0156,0.0156,"BIC","N = 500, rho = 0.35"
500,0.35,"Backward BIC","X12",0.0157,0.0157,"BIC","N = 500, rho = 0.35"
500,0.35,"Backward BIC","X13",0.0142,0.0142,"BIC","N = 500, rho = 0.35"
500,0.35,"Backward BIC","X14",0.0143,0.0143,"BIC","N = 500, rho = 0.35"
500,0.35,"Backward BIC","X15",0.0164,0.0164,"BIC","N = 500, rho = 0.35"
500,0.35,"Backward BIC","X16",0.0148,0.0148,"BIC","N = 500, rho = 0.35"
500,0.35,"Backward BIC","X17",0.0159,0.0159,"BIC","N = 500, rho = 0.35"
500,0.35,"Backward BIC","X18",0.015,0.015,"BIC","N = 500, rho = 0.35"
500,0.35,"Backward BIC","X19",0.013,0.013,"BIC","N = 500, rho = 0.35"
500,0.35,"Backward BIC","X20",0.0151,0.0151,"BIC","N = 500, rho = 0.35"
500,0.35,"Backward BIC","X6",0.015,0.015,"BIC","N = 500, rho = 0.35"
500,0.35,"Backward BIC","X7",0.0155,0.0155,"BIC","N = 500, rho = 0.35"
500,0.35,"Backward BIC","X8",0.0127,0.0127,"BIC","N = 500, rho = 0.35"
500,0.35,"Backward BIC","X9",0.0148,0.0148,"BIC","N = 500, rho = 0.35"
500,0.35,"Backward p-value","X10",0.3131,0.0623,"Backward","N = 500, rho = 0.35"
500,0.35,"Backward p-value","X11",0.3073,0.0564,"Backward","N = 500, rho = 0.35"
500,0.35,"Backward p-value","X12",0.3123,0.06,"Backward","N = 500, rho = 0.35"
500,0.35,"Backward p-value","X13",0.3099,0.0563,"Backward","N = 500, rho = 0.35"
500,0.35,"Backward p-value","X14",0.3174,0.0575,"Backward","N = 500, rho = 0.35"
500,0.35,"Backward p-value","X15",0.3091,0.0568,"Backward","N = 500, rho = 0.35"
500,0.35,"Backward p-value","X16",0.3032,0.0565,"Backward","N = 500, rho = 0.35"
500,0.35,"Backward p-value","X17",0.3087,0.0554,"Backward","N = 500, rho = 0.35"
500,0.35,"Backward p-value","X18",0.3139,0.0584,"Backward","N = 500, rho = 0.35"
500,0.35,"Backward p-value","X19",0.2964,0.0514,"Backward","N = 500, rho = 0.35"
500,0.35,"Backward p-value","X20",0.3142,0.0553,"Backward","N = 500, rho = 0.35"
500,0.35,"Backward p-value","X6",0.3033,0.0563,"Backward","N = 500, rho = 0.35"
500,0.35,"Backward p-value","X7",0.3137,0.0614,"Backward","N = 500, rho = 0.35"
500,0.35,"Backward p-value","X8",0.3086,0.053,"Backward","N = 500, rho = 0.35"
500,0.35,"Backward p-value","X9",0.3107,0.0564,"Backward","N = 500, rho = 0.35"
500,0.35,"Elastic net: lambda.1se","X10",0.2408,0.0095,"EN 1se","N = 500, rho = 0.35"
500,0.35,"Elastic net: lambda.1se","X11",0.2386,0.0101,"EN 1se","N = 500, rho = 0.35"
500,0.35,"Elastic net: lambda.1se","X12",0.2369,0.0097,"EN 1se","N = 500, rho = 0.35"
500,0.35,"Elastic net: lambda.1se","X13",0.2481,0.0093,"EN 1se","N = 500, rho = 0.35"
500,0.35,"Elastic net: lambda.1se","X14",0.2351,0.009,"EN 1se","N = 500, rho = 0.35"
500,0.35,"Elastic net: lambda.1se","X15",0.2416,0.0102,"EN 1se","N = 500, rho = 0.35"
500,0.35,"Elastic net: lambda.1se","X16",0.2444,0.0089,"EN 1se","N = 500, rho = 0.35"
500,0.35,"Elastic net: lambda.1se","X17",0.238,0.0097,"EN 1se","N = 500, rho = 0.35"
500,0.35,"Elastic net: lambda.1se","X18",0.236,0.0101,"EN 1se","N = 500, rho = 0.35"
500,0.35,"Elastic net: lambda.1se","X19",0.2327,0.008,"EN 1se","N = 500, rho = 0.35"
500,0.35,"Elastic net: lambda.1se","X20",0.236,0.0086,"EN 1se","N = 500, rho = 0.35"
500,0.35,"Elastic net: lambda.1se","X6",0.2357,0.0085,"EN 1se","N = 500, rho = 0.35"
500,0.35,"Elastic net: lambda.1se","X7",0.2463,0.0092,"EN 1se","N = 500, rho = 0.35"
500,0.35,"Elastic net: lambda.1se","X8",0.2382,0.0085,"EN 1se","N = 500, rho = 0.35"
500,0.35,"Elastic net: lambda.1se","X9",0.2449,0.0095,"EN 1se","N = 500, rho = 0.35"
500,0.35,"Elastic net: lambda.min","X10",0.428,0.0533,"EN min","N = 500, rho = 0.35"
500,0.35,"Elastic net: lambda.min","X11",0.4269,0.0491,"EN min","N = 500, rho = 0.35"
500,0.35,"Elastic net: lambda.min","X12",0.4273,0.0525,"EN min","N = 500, rho = 0.35"
500,0.35,"Elastic net: lambda.min","X13",0.4355,0.0458,"EN min","N = 500, rho = 0.35"
500,0.35,"Elastic net: lambda.min","X14",0.426,0.0502,"EN min","N = 500, rho = 0.35"
500,0.35,"Elastic net: lambda.min","X15",0.4321,0.0495,"EN min","N = 500, rho = 0.35"
500,0.35,"Elastic net: lambda.min","X16",0.4294,0.0484,"EN min","N = 500, rho = 0.35"
500,0.35,"Elastic net: lambda.min","X17",0.4232,0.0467,"EN min","N = 500, rho = 0.35"
500,0.35,"Elastic net: lambda.min","X18",0.4249,0.051,"EN min","N = 500, rho = 0.35"
500,0.35,"Elastic net: lambda.min","X19",0.4215,0.0433,"EN min","N = 500, rho = 0.35"
500,0.35,"Elastic net: lambda.min","X20",0.4302,0.0494,"EN min","N = 500, rho = 0.35"
500,0.35,"Elastic net: lambda.min","X6",0.4273,0.047,"EN min","N = 500, rho = 0.35"
500,0.35,"Elastic net: lambda.min","X7",0.4388,0.0525,"EN min","N = 500, rho = 0.35"
500,0.35,"Elastic net: lambda.min","X8",0.4239,0.0458,"EN min","N = 500, rho = 0.35"
500,0.35,"Elastic net: lambda.min","X9",0.432,0.0509,"EN min","N = 500, rho = 0.35"
500,0.35,"LASSO: lambda.1se","X10",0.0955,0.0146,"LASSO 1se","N = 500, rho = 0.35"
500,0.35,"LASSO: lambda.1se","X11",0.0965,0.0148,"LASSO 1se","N = 500, rho = 0.35"
500,0.35,"LASSO: lambda.1se","X12",0.0976,0.0137,"LASSO 1se","N = 500, rho = 0.35"
500,0.35,"LASSO: lambda.1se","X13",0.1019,0.014,"LASSO 1se","N = 500, rho = 0.35"
500,0.35,"LASSO: lambda.1se","X14",0.0945,0.0125,"LASSO 1se","N = 500, rho = 0.35"
500,0.35,"LASSO: lambda.1se","X15",0.0977,0.0142,"LASSO 1se","N = 500, rho = 0.35"
500,0.35,"LASSO: lambda.1se","X16",0.0991,0.013,"LASSO 1se","N = 500, rho = 0.35"
500,0.35,"LASSO: lambda.1se","X17",0.096,0.0148,"LASSO 1se","N = 500, rho = 0.35"
500,0.35,"LASSO: lambda.1se","X18",0.0945,0.0139,"LASSO 1se","N = 500, rho = 0.35"
500,0.35,"LASSO: lambda.1se","X19",0.0909,0.0115,"LASSO 1se","N = 500, rho = 0.35"
500,0.35,"LASSO: lambda.1se","X20",0.0918,0.0126,"LASSO 1se","N = 500, rho = 0.35"
500,0.35,"LASSO: lambda.1se","X6",0.0952,0.013,"LASSO 1se","N = 500, rho = 0.35"
500,0.35,"LASSO: lambda.1se","X7",0.1044,0.0135,"LASSO 1se","N = 500, rho = 0.35"
500,0.35,"LASSO: lambda.1se","X8",0.093,0.0137,"LASSO 1se","N = 500, rho = 0.35"
500,0.35,"LASSO: lambda.1se","X9",0.0971,0.0129,"LASSO 1se","N = 500, rho = 0.35"
500,0.35,"LASSO: lambda.min","X10",0.3564,0.0483,"LASSO min","N = 500, rho = 0.35"
500,0.35,"LASSO: lambda.min","X11",0.35,0.0445,"LASSO min","N = 500, rho = 0.35"
500,0.35,"LASSO: lambda.min","X12",0.3567,0.0471,"LASSO min","N = 500, rho = 0.35"
500,0.35,"LASSO: lambda.min","X13",0.3638,0.0403,"LASSO min","N = 500, rho = 0.35"
500,0.35,"LASSO: lambda.min","X14",0.3518,0.046,"LASSO min","N = 500, rho = 0.35"
500,0.35,"LASSO: lambda.min","X15",0.3531,0.0456,"LASSO min","N = 500, rho = 0.35"
500,0.35,"LASSO: lambda.min","X16",0.3584,0.0435,"LASSO min","N = 500, rho = 0.35"
500,0.35,"LASSO: lambda.min","X17",0.3509,0.042,"LASSO min","N = 500, rho = 0.35"
500,0.35,"LASSO: lambda.min","X18",0.3531,0.0473,"LASSO min","N = 500, rho = 0.35"
500,0.35,"LASSO: lambda.min","X19",0.3446,0.0386,"LASSO min","N = 500, rho = 0.35"
500,0.35,"LASSO: lambda.min","X20",0.3577,0.0449,"LASSO min","N = 500, rho = 0.35"
500,0.35,"LASSO: lambda.min","X6",0.3522,0.0416,"LASSO min","N = 500, rho = 0.35"
500,0.35,"LASSO: lambda.min","X7",0.3645,0.0455,"LASSO min","N = 500, rho = 0.35"
500,0.35,"LASSO: lambda.min","X8",0.3587,0.0406,"LASSO min","N = 500, rho = 0.35"
500,0.35,"LASSO: lambda.min","X9",0.3628,0.0451,"LASSO min","N = 500, rho = 0.35"
500,0.7,"Backward AIC","X10",0.1713,0.0609,"AIC","N = 500, rho = 0.7"
500,0.7,"Backward AIC","X11",0.1655,0.0582,"AIC","N = 500, rho = 0.7"
500,0.7,"Backward AIC","X12",0.1682,0.0598,"AIC","N = 500, rho = 0.7"
500,0.7,"Backward AIC","X13",0.1676,0.0591,"AIC","N = 500, rho = 0.7"
500,0.7,"Backward AIC","X14",0.1755,0.0612,"AIC","N = 500, rho = 0.7"
500,0.7,"Backward AIC","X15",0.1677,0.0573,"AIC","N = 500, rho = 0.7"
500,0.7,"Backward AIC","X16",0.1734,0.0604,"AIC","N = 500, rho = 0.7"
500,0.7,"Backward AIC","X17",0.1711,0.0575,"AIC","N = 500, rho = 0.7"
500,0.7,"Backward AIC","X18",0.168,0.0565,"AIC","N = 500, rho = 0.7"
500,0.7,"Backward AIC","X19",0.1736,0.0585,"AIC","N = 500, rho = 0.7"
500,0.7,"Backward AIC","X20",0.1764,0.0613,"AIC","N = 500, rho = 0.7"
500,0.7,"Backward AIC","X6",0.1723,0.0626,"AIC","N = 500, rho = 0.7"
500,0.7,"Backward AIC","X7",0.1756,0.0609,"AIC","N = 500, rho = 0.7"
500,0.7,"Backward AIC","X8",0.173,0.0609,"AIC","N = 500, rho = 0.7"
500,0.7,"Backward AIC","X9",0.1686,0.0597,"AIC","N = 500, rho = 0.7"
500,0.7,"Backward BIC","X10",0.0183,0.0183,"BIC","N = 500, rho = 0.7"
500,0.7,"Backward BIC","X11",0.0163,0.0163,"BIC","N = 500, rho = 0.7"
500,0.7,"Backward BIC","X12",0.0184,0.0184,"BIC","N = 500, rho = 0.7"
500,0.7,"Backward BIC","X13",0.0159,0.0159,"BIC","N = 500, rho = 0.7"
500,0.7,"Backward BIC","X14",0.0173,0.0173,"BIC","N = 500, rho = 0.7"
500,0.7,"Backward BIC","X15",0.0157,0.0157,"BIC","N = 500, rho = 0.7"
500,0.7,"Backward BIC","X16",0.0175,0.0175,"BIC","N = 500, rho = 0.7"
500,0.7,"Backward BIC","X17",0.0179,0.0179,"BIC","N = 500, rho = 0.7"
500,0.7,"Backward BIC","X18",0.0151,0.0151,"BIC","N = 500, rho = 0.7"
500,0.7,"Backward BIC","X19",0.0168,0.0168,"BIC","N = 500, rho = 0.7"
500,0.7,"Backward BIC","X20",0.0193,0.0193,"BIC","N = 500, rho = 0.7"
500,0.7,"Backward BIC","X6",0.0188,0.0188,"BIC","N = 500, rho = 0.7"
500,0.7,"Backward BIC","X7",0.0172,0.0172,"BIC","N = 500, rho = 0.7"
500,0.7,"Backward BIC","X8",0.0174,0.0174,"BIC","N = 500, rho = 0.7"
500,0.7,"Backward BIC","X9",0.0189,0.0189,"BIC","N = 500, rho = 0.7"
500,0.7,"Backward p-value","X10",0.3099,0.0588,"Backward","N = 500, rho = 0.7"
500,0.7,"Backward p-value","X11",0.301,0.057,"Backward","N = 500, rho = 0.7"
500,0.7,"Backward p-value","X12",0.3084,0.0581,"Backward","N = 500, rho = 0.7"
500,0.7,"Backward p-value","X13",0.3067,0.0584,"Backward","N = 500, rho = 0.7"
500,0.7,"Backward p-value","X14",0.3096,0.0582,"Backward","N = 500, rho = 0.7"
500,0.7,"Backward p-value","X15",0.3058,0.0559,"Backward","N = 500, rho = 0.7"
500,0.7,"Backward p-value","X16",0.308,0.059,"Backward","N = 500, rho = 0.7"
500,0.7,"Backward p-value","X17",0.3047,0.0588,"Backward","N = 500, rho = 0.7"
500,0.7,"Backward p-value","X18",0.3008,0.0538,"Backward","N = 500, rho = 0.7"
500,0.7,"Backward p-value","X19",0.3142,0.0567,"Backward","N = 500, rho = 0.7"
500,0.7,"Backward p-value","X20",0.3107,0.0597,"Backward","N = 500, rho = 0.7"
500,0.7,"Backward p-value","X6",0.3064,0.0583,"Backward","N = 500, rho = 0.7"
500,0.7,"Backward p-value","X7",0.309,0.0573,"Backward","N = 500, rho = 0.7"
500,0.7,"Backward p-value","X8",0.3122,0.0601,"Backward","N = 500, rho = 0.7"
500,0.7,"Backward p-value","X9",0.3051,0.0596,"Backward","N = 500, rho = 0.7"
500,0.7,"Elastic net: lambda.1se","X10",0.4316,0.0077,"EN 1se","N = 500, rho = 0.7"
500,0.7,"Elastic net: lambda.1se","X11",0.4275,0.0067,"EN 1se","N = 500, rho = 0.7"
500,0.7,"Elastic net: lambda.1se","X12",0.4323,0.0072,"EN 1se","N = 500, rho = 0.7"
500,0.7,"Elastic net: lambda.1se","X13",0.4356,0.0074,"EN 1se","N = 500, rho = 0.7"
500,0.7,"Elastic net: lambda.1se","X14",0.4408,0.0084,"EN 1se","N = 500, rho = 0.7"
500,0.7,"Elastic net: lambda.1se","X15",0.4315,0.0071,"EN 1se","N = 500, rho = 0.7"
500,0.7,"Elastic net: lambda.1se","X16",0.4364,0.0078,"EN 1se","N = 500, rho = 0.7"
500,0.7,"Elastic net: lambda.1se","X17",0.4319,0.007,"EN 1se","N = 500, rho = 0.7"
500,0.7,"Elastic net: lambda.1se","X18",0.4311,0.007,"EN 1se","N = 500, rho = 0.7"
